t,x,y,theta,v,steer,target_x,target_y,cte
17.45,35.738,11.3087,-0.478373,3.71693,-0.011315,38.5027,9.85204,-0.0143506
17.5,35.9036,11.2229,-0.479154,3.72938,-0.0109819,38.7498,9.72039,-0.0122733
17.55,36.0696,11.1366,-0.479915,3.74155,-0.0107933,38.8734,9.65456,-0.0103354
17.6,36.236,11.05,-0.480666,3.75307,-0.0103124,39.1205,9.52291,-0.00853431
17.65,36.4029,10.9629,-0.481385,3.76451,-0.0100637,39.2441,9.45708,-0.00686893
17.7,36.5703,10.8755,-0.482088,3.77532,-0.00978903,39.3676,9.39125,-0.00533447
17.75,36.738,10.7878,-0.482774,3.78576,-0.00917182,39.6147,9.2596,-0.00392895
17.8,36.9061,10.6997,-0.483419,3.79632,-0.00886857,39.7383,9.19377,-0.00264978
17.85,37.0746,10.6112,-0.484044,3.80628,-0.00854651,39.8618,9.12794,-0.00148996
17.9,37.2435,10.5224,-0.484648,3.81595,-0.00471579,40.1118,9.00174,-0.000446473
17.95,37.4129,10.4332,-0.484983,3.83049,-0.0014144,40.2381,8.9414,0.000485321
18,37.5831,10.3435,-0.485084,3.84635,0.00742491,40.4934,8.82629,0.00135664
18.05,37.7534,10.2538,-0.484554,3.84996,0.0128205,40.6222,8.77155,0.00220939
18.1,37.9237,10.1641,-0.48364,3.85029,0.0189884,40.7518,8.7187,0.00316411
18.15,38.094,10.0747,-0.482288,3.84575,0.0325425,41.0134,8.61871,0.0042935
18.2,38.2635,9.9859,-0.47998,3.828,0.0398918,41.1452,8.5716,0.00567653
18.25,38.4326,9.89791,-0.477163,3.81101,0.0467036,41.2771,8.52449,0.00749314
18.3,38.6009,9.81085,-0.473882,3.79109,0.0578343,41.5407,8.43026,0.00983417
18.35,38.7684,9.72497,-0.469846,3.7638,0.0624102,41.6726,8.38315,0.0127758
18.4,38.9351,9.64033,-0.465519,3.73921,0.066488,41.8044,8.33604,0.0164525
18.45,39.101,9.55697,-0.46094,3.71391,0.0725739,42.0681,8.24182,0.0209078
18.5,39.2661,9.475,-0.455977,3.68594,0.0748981,42.1999,8.1947,0.0261732
18.55,39.4304,9.39441,-0.450891,3.6602,0.0767925,42.3317,8.14759,0.0323095
18.6,39.594,9.31521,-0.445711,3.63504,0.0782634,42.4636,8.10048,0.0393275
18.65,39.7569,9.23738,-0.440468,3.61073,0.0796546,42.7272,8.00625,0.0472329
18.7,39.9191,9.16091,-0.435165,3.58709,0.0799129,42.8591,7.95914,0.0555074
18.75,40.0808,9.08576,-0.429878,3.56514,0.0798355,42.9909,7.91203,0.0624428
18.8,40.2419,9.0119,-0.424626,3.54455,0.0794357,43.1227,7.86492,0.0656214
18.85,40.4025,8.93928,-0.419429,3.52541,0.0787281,43.2546,7.81781,0.0665872
18.9,40.5627,8.86786,-0.414305,3.50781,0.0763561,43.5182,7.72358,0.065361
18.95,40.7225,8.79755,-0.409356,3.49309,0.0750059,43.6501,7.67647,0.0627822
19,40.8821,8.72831,-0.404514,3.47934,0.0765432,43.9358,7.58521,0.0566853
19.05,41.0414,8.66014,-0.399594,3.46426,0.0767822,43.9358,7.58521,0.0484279
19.1,41.2003,8.59302,-0.394678,3.45055,0.087319,44.2271,7.51361,0.038706
19.15,41.3585,8.52711,-0.389121,3.42786,0.0875933,44.2271,7.51361,0.0298894
19.2,41.5163,8.46241,-0.383573,3.41114,0.105758,44.5225,7.46201,0.0220625
19.25,41.673,8.39917,-0.37693,3.37955,0.127777,44.8208,7.43064,0.0152445
19.3,41.8283,8.33769,-0.368982,3.34052,0.128133,44.8208,7.43064,0.00961423
19.35,41.9828,8.27797,-0.361081,3.31165,0.154675,45.1206,7.41964,0.00534802
19.4,42.1355,8.22029,-0.351651,3.26572,0.155092,45.1206,7.41964,0.00243083
19.45,42.2872,8.16463,-0.342295,3.23137,0.184904,45.4204,7.42908,0.00106769
19.5,42.437,8.11126,-0.331279,3.18045,0.185381,45.4204,7.42908,0.0012138
19.55,42.5855,8.06017,-0.32037,3.14127,0.217232,45.7188,7.4589,0.00308832
19.6,42.732,8.01157,-0.307753,3.08696,0.217757,45.7188,7.4589,0.00661397
19.65,42.8771,7.96546,-0.29528,3.04399,0.250489,46.0146,7.50897,0.0120101
19.7,43.02,7.92199,-0.281123,2.98779,0.251049,46.0146,7.50897,0.0191682
19.75,43.1613,7.88118,-0.26715,2.9422,0.283624,46.3062,7.57905,0.0282966
19.8,43.3005,7.84309,-0.251575,2.88542,0.284204,46.3062,7.57905,0.0392599
19.85,43.4379,7.80776,-0.236221,2.83835,0.284825,46.3062,7.57905,0.0522469
19.9,43.5737,7.77508,-0.221075,2.79338,0.319122,46.5924,7.66882,0.0671621
19.95,43.7073,7.74505,-0.204319,2.7385,0.319748,46.5924,7.66882,0.0838444
20,43.8392,7.71773,-0.187808,2.69277,0.351731,46.8718,7.77786,0.101287
20.05,43.9688,7.6931,-0.169873,2.6389,0.352343,46.8718,7.77786,0.112789
20.1,44.0966,7.67118,-0.152217,2.5931,0.381568,47.1432,7.90567,0.126406
20.15,44.2222,7.65191,-0.133337,2.541,0.382151,47.1432,7.90567,0.134337
20.2,44.3458,7.63532,-0.11476,2.49599,0.38277,47.1432,7.90567,0.143518
20.25,44.4677,7.62128,-0.0964691,2.45313,0.409643,47.4511,8.06771,0.150144
20.3,44.5874,7.60969,-0.0771273,2.40544,0.410199,47.4511,8.06771,0.155239
20.35,44.7053,7.60059,-0.0580904,2.36392,0.410787,47.4511,8.06771,0.161355
20.4,44.8213,7.59384,-0.0393416,2.32441,0.42145,47.7165,8.20761,0.162823
20.45,44.9354,7.58935,-0.0203761,2.28442,0.421979,47.7165,8.20761,0.166407
20.5,45.0478,7.58706,-0.00168756,2.24788,0.422539,47.7165,8.20761,0.167222
20.55,45.1584,7.58687,0.0167402,2.2132,0.42325,47.9818,8.34751,0.167323
20.6,45.2674,7.58869,0.0349288,2.18032,0.423745,47.9818,8.34751,0.169286
20.65,45.3748,7.59245,0.0528815,2.1492,0.424269,47.9818,8.34751,0.165999
20.7,45.4807,7.59805,0.0706127,2.11973,0.416573,48.2472,8.48741,0.164659
20.75,45.5851,7.60544,0.0877696,2.09388,0.417031,48.2472,8.48741,0.163048
20.8,45.6881,7.6145,0.104738,2.06834,0.417517,48.2472,8.48741,0.158306
20.85,45.7898,7.62519,0.121531,2.04419,0.403014,48.5126,8.62732,0.155351
20.9,45.8903,7.63746,0.13752,2.02519,0.403436,48.5126,8.62732,0.150795
20.95,45.9896,7.65121,0.153371,2.00521,0.403885,48.5126,8.62732,0.144358
21,46.0878,7.66638,0.169092,1.98636,0.404362,48.5126,8.62732,0.139553
21.05,46.1848,7.68294,0.184692,1.96848,0.383088,48.778,8.76722,0.132512
21.1,46.281,7.70092,0.1993,1.95744,0.3835,48.778,8.76722,0.124183
21.15,46.3763,7.72016,0.213825,1.94393,0.383939,48.778,8.76722,0.117328
21.2,46.4706,7.74065,0.228273,1.93127,0.358685,49.0434,8.90712,0.108152
21.25,46.5645,7.76245,0.241649,1.92671,0.359064,49.0434,8.90712,0.0976011
21.3,46.6576,7.78541,0.254984,1.91854,0.359468,49.0434,8.90712,0.0883714
21.35,46.75,7.80951,0.268283,1.91096,0.331539,49.3088,9.04702,0.077175
21.4,46.8423,7.83486,0.280476,1.91266,0.331888,49.3088,9.04702,0.0640334
21.45,46.934,7.86129,0.292664,1.90967,0.332263,49.3088,9.04702,0.0520665
21.5,47.0253,7.8888,0.30485,1.90701,0.302745,49.5741,9.18692,0.0388068
21.55,47.1166,7.91753,0.315925,1.91477,0.303068,49.5741,9.18692,0.0226653
21.6,47.2077,7.94731,0.327025,1.91678,0.303416,49.5741,9.18692,0.00698208
21.65,47.2986,7.97813,0.33815,1.91889,0.303793,49.5741,9.18692,-0.00812596
21.7,47.3892,8.00999,0.349301,1.92079,0.271373,49.8395,9.32683,-0.0221929
21.75,47.4801,8.0431,0.359272,1.93508,0.271694,49.8395,9.32683,-0.0352964
21.8,47.571,8.07725,0.369291,1.94213,0.272044,49.8395,9.32683,-0.0474876
21.85,47.6619,8.11242,0.37936,1.94905,0.239816,50.1049,9.46673,-0.0587531
21.9,47.7534,8.14889,0.388278,1.96948,0.240114,50.1049,9.46673,-0.0691512
21.95,47.8451,8.1864,0.397263,1.98162,0.240441,50.1049,9.46673,-0.0787343
22,47.937,8.22496,0.406313,1.99338,0.208956,50.3703,9.60663,-0.0874826
22.05,48.0297,8.26487,0.414245,2.01976,0.209234,50.3703,9.60663,-0.0954359
22.1,48.123,8.30587,0.422254,2.03682,0.18105,50.6357,9.74653,-0.102651
22.15,48.2173,8.34826,0.429267,2.06877,0.181288,50.6357,9.74653,-0.109152
22.2,48.3124,8.39177,0.436365,2.09099,0.181551,50.6357,9.74653,-0.114992
22.25,48.4081,8.43641,0.443545,2.11233,0.154502,50.901,9.88644,-0.120142
22.3,48.5052,8.48252,0.449744,2.14909,0.154727,50.901,9.88644,-0.124611
22.35,48.6031,8.52981,0.456027,2.17526,0.154977,50.901,9.88644,-0.128461
22.4,48.7019,8.57826,0.462393,2.20036,0.129209,51.1664,10.0263,-0.131665
22.45,48.8022,8.62826,0.467787,2.24186,0.129419,51.1664,10.0263,-0.134215
22.5,48.9036,8.67948,0.473263,2.2719,0.106936,51.4318,10.1662,-0.136188
22.55,49.0068,8.73231,0.477871,2.31821,0.107114,51.4318,10.1662,-0.137565
22.6,49.1112,8.78642,0.482556,2.35298,0.0875222,51.6972,10.3061,-0.138422
22.65,49.2177,8.84218,0.486461,2.40318,0.0876731,51.6972,10.3061,-0.138733
22.7,49.3256,8.89926,0.490436,2.44192,0.0878434,51.6972,10.3061,-0.138573
22.75,49.4349,8.95764,0.494479,2.47888,0.0692857,51.9626,10.446,-0.137918
22.8,49.5464,9.0177,0.497732,2.53148,0.0694257,51.9626,10.446,-0.136737
22.85,49.6594,9.0791,0.501044,2.57208,0.0534222,52.228,10.5859,-0.135119
22.9,49.7746,9.14221,0.503646,2.62772,0.0535356,52.228,10.5859,-0.13303
22.95,49.8916,9.20668,0.506298,2.67164,0.0397664,52.4933,10.7258,-0.13056
23,50.0109,9.27286,0.508309,2.72935,0.0398557,52.4933,10.7258,-0.127674
23.05,50.1322,9.34041,0.510358,2.77578,0.0280446,52.7587,10.8657,-0.12446
23.1,50.2558,9.40965,0.511831,2.83467,0.0281118,52.7587,10.8657,-0.120887
23.15,50.3815,9.48024,0.513332,2.88282,0.0180232,53.0241,11.0057,-0.117042
23.2,50.5097,9.55248,0.514314,2.94207,0.0180694,53.0241,11.0057,-0.112897
23.25,50.6399,9.62606,0.515315,2.9912,0.00950364,53.2895,11.1456,-0.108535
23.3,50.7726,9.70121,0.515852,3.05003,0.00297752,53.5549,11.2855,-0.103936
23.35,50.9078,9.77789,0.516023,3.10914,0.00298528,53.5549,11.2855,-0.0991634
23.4,51.0452,9.85587,0.516198,3.1604,-0.00249052,53.8202,11.4254,-0.0942854
23.45,51.1848,9.93508,0.51605,3.20983,-0.00249752,53.8202,11.4254,-0.0893031
23.5,51.3264,10.0154,0.515899,3.25613,-0.0048903,53.9463,11.4918,-0.0842731
23.55,51.4698,10.0967,0.515601,3.29631,-0.014593,54.2163,11.6226,-0.0792058
23.6,51.6143,10.1786,0.514703,3.3221,-0.0319388,54.4945,11.7347,-0.0741484
23.65,51.7593,10.2606,0.512733,3.33059,-0.0320304,54.4945,11.7347,-0.0692275
23.7,51.9052,10.3428,0.510745,3.34975,-0.0565992,54.7797,11.8275,-0.0646082
23.75,52.0508,10.4244,0.507242,3.33888,-0.056766,54.7797,11.8275,-0.0603356
23.8,52.1969,10.5056,0.503724,3.34289,-0.0871603,55.0705,11.9008,-0.0566433
23.85,52.3422,10.5856,0.498358,3.31604,-0.0874188,55.0705,11.9008,-0.0535638
23.9,52.4873,10.6646,0.492993,3.30568,-0.122231,55.3657,11.9541,-0.0513807
23.95,52.6312,10.7419,0.485562,3.26641,-0.122588,55.3657,11.9541,-0.0500997
24,52.7746,10.8176,0.478161,3.24368,-0.160389,55.6638,11.9871,-0.0500327
24.05,52.9165,10.8911,0.468588,3.19544,-0.196154,55.9635,11.9998,-0.0511492
24.1,53.0567,10.9621,0.457025,3.1422,-0.196636,55.9635,11.9998,-0.053751
24.15,53.1958,11.0305,0.445583,3.10156,-0.197158,55.9635,11.9998,-0.0581119
24.2,53.334,11.0965,0.434255,3.06248,-0.202989,56,12,-0.0641687
24.25,53.4711,11.1601,0.422734,3.02259,-0.20361,56,12,-0.071857
24.3,53.6073,11.2213,0.411317,2.98614,-0.204293,56,12,-0.08117
24.35,53.7425,11.2803,0.399993,2.95141,-0.20505,56,12,-0.0920556
24.4,53.8769,11.3371,0.388753,2.91836,-0.205894,56,12,-0.104466
24.45,54.0105,11.3919,0.377588,2.88688,-0.206844,56,12,-0.118359
24.5,54.1433,11.4445,0.366486,2.85685,-0.207921,56,12,-0.13324
24.55,54.2753,11.4952,0.355437,2.82815,-0.209158,56,12,-0.140384
24.6,54.4066,11.5439,0.344428,2.80065,-0.210594,56,12,-0.149003
24.65,54.5371,11.5908,0.333446,2.77423,-0.212284,56,12,-0.149816
24.7,54.667,11.6357,0.322475,2.74877,-0.214306,56,12,-0.151941
24.75,54.7962,11.6789,0.311495,2.72409,-0.216774,56,12,-0.147391
24.8,54.9247,11.7203,0.300483,2.70003,-0.219858,56,12,-0.143245
24.85,55.0525,11.7599,0.289408,2.67636,0,0,0,-0.133927
24.9,55.1748,11.7963,0.289408,2.55136,0,0,0,-0.124146
24.95,55.2911,11.8309,0.289408,2.42636,0,0,0,-0.111123
25,55.4013,11.8638,0.289408,2.30136,0,0,0,-0.0945113
25.05,55.5056,11.8948,0.289408,2.17636,0,0,0,-0.0788017
25.1,55.6039,11.9241,0.289408,2.05136,0,0,0,-0.0583072
25.15,55.6962,11.9516,0.289408,1.92636,0,0,0,-0.0379467
25.2,55.7826,11.9773,0.289408,1.80136,0,0,0,-0.0189074
25.25,55.8629,12.0012,0.289408,1.67636,0,0,0,0.00218402
25.3,55.9372,12.0233,0.289408,1.55136,0,0,0,0.0237037
25.35,56.0056,12.0437,0.289408,1.42636,0,0,0,0.0436886
25.4,56.068,12.0623,0.289408,1.30136,0,0,0,0.062258
25.45,56.1243,12.079,0.289408,1.17636,0,0,0,0.0790437
25.5,56.1747,12.094,0.289408,1.05136,0,0,0,0.0940458
25.55,56.2191,12.1073,0.289408,0.926357,0,0,0,0.107264
25.6,56.2575,12.1187,0.289408,0.801357,0,0,0,0.118699
25.65,56.2899,12.1284,0.289408,0.676357,0,0,0,0.12835
25.7,56.3163,12.1362,0.289408,0.551357,0,0,0,0.136218
25.75,56.3368,12.1423,0.289408,0.426357,0,0,0,0.142301
25.8,56.3512,12.1466,0.289408,0.301357,0,0,0,0.146601
25.85,56.3597,12.1491,0.289408,0.176357,0,0,0,0.149118
