t,x,y,theta,v,steer,target_x,target_y,cte
25.7,51.7341,18.3061,0.782303,2.61397,-0.355802,54.2537,19.9363,-0.161575
25.75,51.825,18.3964,0.764665,2.563,-0.356397,54.2537,19.9363,-0.170439
25.8,51.916,18.4837,0.747287,2.52059,-0.388543,54.5508,19.977,-0.181371
25.85,52.0066,18.5676,0.728556,2.47094,-0.38911,54.5508,19.977,-0.186074
25.9,52.0972,18.6485,0.710116,2.42862,-0.389712,54.5508,19.977,-0.19273
25.95,52.1878,18.7263,0.691951,2.38828,-0.42006,54.8501,19.9974,-0.196492
26,52.2779,18.801,0.672578,2.34224,-0.420621,54.8501,19.9974,-0.199223
26.05,52.368,18.8728,0.653503,2.30266,-0.421215,54.8501,19.9974,-0.202856
26.1,52.4579,18.9416,0.634711,2.26495,-0.436512,55,20,-0.202137
26.15,52.5475,19.0076,0.615483,2.22563,-0.437115,55,20,-0.203521
26.2,52.6369,19.0708,0.596531,2.19024,-0.437755,55,20,-0.202452
26.25,52.7261,19.1314,0.577839,2.15661,-0.438437,55,20,-0.200565
26.3,52.8151,19.1894,0.55939,2.12474,-0.439167,55,20,-0.200691
26.35,52.9039,19.245,0.541169,2.09453,-0.439949,55,20,-0.196002
26.4,52.9924,19.2982,0.523161,2.06588,-0.440791,55,20,-0.192877
26.45,53.0807,19.3492,0.505351,2.03869,-0.441701,55,20,-0.190446
26.5,53.1688,19.3979,0.487725,2.01287,-0.44269,55,20,-0.184153
26.55,53.2566,19.4445,0.470269,1.98834,-0.443769,55,20,-0.179687
26.6,53.3442,19.489,0.452969,1.96502,-0.444952,55,20,-0.175098
26.65,53.4315,19.5315,0.435813,1.94283,-0.446258,55,20,-0.167499
26.7,53.5186,19.5721,0.418787,1.92168,-0.447707,55,20,-0.161627
26.75,53.6055,19.6107,0.401877,1.9015,-0.449328,55,20,-0.155616
26.8,53.6921,19.6475,0.385068,1.88222,-0.451154,55,20,-0.146657
26.85,53.7785,19.6825,0.368347,1.86376,-0.453231,55,20,-0.139346
26.9,53.8646,19.7158,0.351697,1.84604,-0.455615,55,20,-0.132614
26.95,53.9504,19.7473,0.335101,1.82897,-0.458386,55,20,-0.122277
27,54.036,19.7771,0.318539,1.81248,0,0,0,-0.113529
27.05,54.1162,19.8035,0.318539,1.68748,0,0,0,-0.106776
27.1,54.1903,19.828,0.318539,1.56248,0,0,0,-0.0960294
27.15,54.2586,19.8505,0.318539,1.43748,0,0,0,-0.0854133
27.2,54.3209,19.871,0.318539,1.31248,0,0,0,-0.0757204
27.25,54.3773,19.8896,0.318539,1.18748,0,0,0,-0.0669507
27.3,54.4278,19.9063,0.318539,1.06248,0,0,0,-0.0578492
27.35,54.4723,19.9209,0.318539,0.937481,0,0,0,-0.0477861
27.4,54.5109,19.9337,0.318539,0.812481,0,0,0,-0.0390647
27.45,54.5435,19.9444,0.318539,0.687481,0,0,0,-0.0316852
27.5,54.5702,19.9532,0.318539,0.562481,0,0,0,-0.0256474
27.55,54.591,19.9601,0.318539,0.437481,0,0,0,-0.0209513
27.6,54.6058,19.965,0.318539,0.312481,0,0,0,-0.0175971
27.65,54.6147,19.9679,0.318539,0.187481,0,0,0,-0.0155846
